,0,1,2,3,4,5,6,7,8,9,10,11,12
r,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
t,31909.106373168266,7977.2765932920665,3545.4562636853625,1994.3191483230166,1276.3642549267308,886.3640659213406,651.2062525136381,498.57978708075416,393.93958485392915,319.0910637316827,263.711622918746,221.59101648033516,188.81128031460514
m_t,0.5654009924997706,0.5737302417308592,0.5619434876129975,0.5372830932729893,0.5003616367209351,0.4546349648192268,0.40481776039354656,0.3550631369253958,0.3081999289036471,0.2657608860575614,0.22831915260030164,0.19584621137197666,0.16798740247148997
dm/dt,-6.772076334948134e-07,6.772589152280977e-07,7.661783875384678e-06,3.123725996923004e-05,8.242275825215051e-05,0.00016433847198292744,0.00027075341507386654,0.00039041630485157685,0.0005119112340929349,0.0006263875491882138,0.0007282513624705316,0.0008147464249927412,0.000885174905488855
S,0.5870100829136782,0.5683275600388117,0.5347789679810114,0.4749860275752098,0.395160174295423,0.3089712486051389,0.22850144360802435,0.16040945877964183,0.1065378298630138,0.0658862166788125,0.03627080391040979,0.015305722884115996,0.0008563952637796468
∆S,0.018682522874866492,0.03354859205780025,0.05979294040580163,0.07982585327978681,0.08618892569028408,0.08046980499711456,0.06809198482838252,0.05387162891662803,0.040651613184201296,0.02961541276840271,0.020965081026293797,0.01444932762033635,
f,31789.542019654382,57085.13695205663,101741.62259777266,135828.9420593407,146656.1284689306,136924.6682797089,115862.99277682559,91666.12146458367,69171.39479188986,50392.57357993599,35673.464911284806,24586.481741198862,
